run,lda,qda,knn,svc,dnn,fcm_d_0,fcm_d_1,fcm_d_2,fcm_d_3,fcm_d_4,fcm_d_5,fcm_d_6,fcm_d_7,fcm_d_8,fcm_d_9,gmm_best_fid,gmm_best_threshold
run0,0.9808341063686062,0.9807121461079656,0.9808343190614479,0.980956484394139,0.9807123436330033,0.9807121461079656,0.981179640002457,0.9818841972818734,0.9824680659516469,0.9827740503447604,0.9838822000495951,0.9855297906633594,0.9874006877893402,0.9891795572683953,0.9913517606845471,0.9812949868452971,0.9
run1,0.9810541879237336,0.9810541879237336,0.981436567086251,0.9805694503239469,0.9803275236524591,0.9810541879237336,0.981635735669414,0.9825766225832309,0.9828068809134466,0.9833575426197537,0.9843685847216692,0.9854149964989211,0.9875759563850635,0.9897036825537177,0.9923326005929278,0.9816225319484827,0.9
run2,0.9824196908344831,0.9822977984949065,0.983032040872495,0.9819323645471544,0.9822997705557476,0.9822977984949065,0.9825287775619707,0.9827546707508106,0.9832091002737713,0.9834040565448063,0.9841089317739061,0.9858780986842725,0.9871643741691585,0.9885003097193295,0.9890148684888231,0.9825287775619707,0.8
run3,0.9802479999221725,0.9802479999221725,0.9816638173858597,0.9805159478925609,0.9803244583105143,0.9800096769630954,0.9807042331593813,0.9814044733828544,0.9818430903473979,0.9827661187603537,0.9833009721054159,0.9847311109777411,0.9864515763837274,0.987792701414083,0.989011921687663,0.98103729661245,0.9
run4,0.9774447485165254,0.9774447485165254,0.9776212757713946,0.9780754401962954,0.9773339033510681,0.9773249046755059,0.977791329646074,0.9783464520817804,0.9785619907941864,0.9790961499153381,0.9804274874690552,0.9810251168220357,0.9827107565842784,0.9848876860737712,0.9858972389015358,0.9782424470737062,0.9
run5,0.9833954675579061,0.9833954675579061,0.9826659549689403,0.9829091859932051,0.9732450707491843,0.9833954675579061,0.9838591920206781,0.9842128996383347,0.9845365417492665,0.984975129262743,0.9858669458367154,0.9876496494139936,0.9893237884664717,0.9897592064311813,0.9917502651260497,0.9840920204197923,0.9
run6,0.9825415447067883,0.9825415447067883,0.9822177349016292,0.98170395255612,0.9819291007161931,0.9827818640884719,0.9831335382835801,0.9835978551506441,0.9838104603929073,0.9841169211763643,0.9849743557380919,0.9859214986539405,0.9870732843868003,0.9887068419472754,0.9919282487789176,0.9834817122438024,0.9
run7,0.9835114134370972,0.9833889669587808,0.9828870969726469,0.9839964887460679,0.9825407566721105,0.9833889669587808,0.9836147149891294,0.9841920918343446,0.9846434710454901,0.985201745272629,0.9862186206213981,0.9875233518680246,0.9891020508746152,0.9903402040666273,0.990416071162458,0.9837142246277869,0.9
run8,0.9846894225281508,0.9846894225281508,0.9848254543408556,0.9846929032553142,0.9815532604966171,0.984810610267808,0.9856404738897179,0.9859970611585644,0.9863405636758877,0.9867685413892661,0.9870592675679299,0.9880262684520486,0.9897396742745,0.9898558239703065,0.9906593886778288,0.9857548370324783,0.9
run9,0.9824748408297509,0.9824748408297509,0.9820169664761732,0.9821175147903906,0.98336496400208,0.9822306830271175,0.9828241643007114,0.9831679402292692,0.9835077699405759,0.9842955023924618,0.9852915502707363,0.9865637028872312,0.9887347996017796,0.9902494710402794,0.9895085998134189,0.9828124029492835,0.9
