run,lda,qda,knn,svc,dnn,fcm_d_0,fcm_d_1,fcm_d_2,fcm_d_3,fcm_d_4,fcm_d_5,fcm_d_6,fcm_d_7,fcm_d_8,fcm_d_9,gmm_best_fid,gmm_best_threshold
run0,0.3022036302088863,0.3017633929189604,0.30358456904857256,0.30295052710851117,0.2932844331592618,0.30207738392052036,0.3028068195105322,0.3028126252003347,0.3045427317590814,0.30381432434739536,0.3072133646438807,0.3058569537436095,0.3053557980945723,0.3056968382232282,0.3246537269958335,0.3052306647091816,0.9
run1,0.3050014017377111,0.305119798732635,0.30472654492319823,0.3049660705025134,0.2570657026212919,0.30487727653745456,0.3070946057264255,0.3087605387229662,0.3086180682185662,0.3107192137579871,0.31236876094438615,0.3139834219972565,0.3141947228428144,0.322324779508351,0.31707393953362567,0.3099479367922296,0.9
run2,0.2955412583099927,0.29404100726212473,0.2942794152611503,0.2949501540869712,0.28694619730159515,0.29521815922365724,0.29664777473070947,0.2980546029253822,0.29888154388275107,0.30112510122061464,0.30291018816621795,0.30872234238714724,0.3076702478677993,0.3089886804519709,0.29849018277465866,0.3008328544616388,0.9
run3,0.2939478210036571,0.2934841169988408,0.2935064008265695,0.2929441810115212,0.2812002480204007,0.2938218491522753,0.2935595207427158,0.29446148838824227,0.2946058383579472,0.2956924465580342,0.2974118258818996,0.2982319240154247,0.2948479634628656,0.29857546540904034,0.30761335449816735,0.29641947021553455,0.9
run4,0.29552268288551503,0.29557846566829366,0.29643649922543236,0.29560448203536305,0.3063616880780637,0.2958581529681931,0.29781038303736107,0.2993591072126187,0.2999540650323013,0.3031121568758652,0.30233802894664025,0.3028132985821183,0.29849160256147994,0.2942365283279496,0.27372445002199336,0.2999181716413093,0.9
run5,0.2989247375903406,0.2987429668109836,0.2978915051046302,0.29863943547285643,0.16482488887456834,0.2986785243271738,0.3006849902950174,0.3013533382482523,0.30254497795979357,0.30423308195073884,0.30412015204505255,0.30270442109437906,0.3043398495065045,0.3044067175795553,0.27614059005031893,0.3030628904228453,0.9
run6,0.29233401640265294,0.2920290575793727,0.29090424383206204,0.2923673045802272,0.2921285208683366,0.2925752628315671,0.2937115586717059,0.29459334470123666,0.29532289777756227,0.29616993001207126,0.2954389490685817,0.29095501524802003,0.2954408848034893,0.2949462479196159,0.27764811013573654,0.29643455805689756,0.9
run7,0.2972537697459876,0.2965197873911917,0.2954229861753659,0.29697836876033706,0.2990524747703385,0.2975553162215351,0.29844390664404974,0.2995563539051062,0.30063384225550965,0.30074227471628995,0.30366899175251694,0.305247739262094,0.3102262967250686,0.30154336099609985,0.24873819620609017,0.301373343643213,0.9
run8,0.2965065563262954,0.2953036585040555,0.2948025891208738,0.2970653319469843,0.27167877517538014,0.2964137140236626,0.2974640989220583,0.299052526637525,0.3010123551168361,0.3009955237791335,0.3022989204799866,0.301965643121293,0.30022308261371194,0.3026938319514814,0.3517745142420024,0.30105756282940516,0.9
run9,0.29709278061274735,0.2961666222318465,0.2973222836919527,0.2966522308203679,0.2944596108245352,0.2972912511259672,0.2985801622490213,0.29957451267094093,0.299917336288806,0.29798167104208134,0.29857767624822285,0.29970325629616645,0.29965499553200814,0.302655378669179,0.2650313216180149,0.30183941608568227,0.8
