run,lda,qda,knn,svc,dnn,fcm_d_0,fcm_d_1,fcm_d_2,fcm_d_3,fcm_d_4,fcm_d_5,fcm_d_6,fcm_d_7,fcm_d_8,fcm_d_9,gmm_best_fid,gmm_best_threshold
run0,0.4661797207869716,0.4657693237492511,0.4676459552244754,0.4670921594591112,0.4445906325328975,0.46663704503200626,0.47066850141010946,0.4748567901453528,0.47771711594151733,0.4831413754023302,0.4920744289369294,0.5011311422185332,0.5110230029680279,0.5113753345321052,0.5065114766678933,0.4735438497044168,0.9
run1,0.49201664199568873,0.4926115455407583,0.49004839315632864,0.4931116553263055,0.48302971313705817,0.49338243346435123,0.4974169887593899,0.4998253612958506,0.5025581967248103,0.5061954197979344,0.5130066797930793,0.5176848814958716,0.5219252731380548,0.5279960834023947,0.49847514763317713,0.5022878393229397,0.9
run2,0.4929211582781051,0.492273493528706,0.49354124773132846,0.4930608456621994,0.4914867551562105,0.4933205041157458,0.4962212476815554,0.49947207592939674,0.5025251594330432,0.5051777882193629,0.5089758174432512,0.5165226102636841,0.5231027458066821,0.5155453002734345,0.46584475041495094,0.5022640540136678,0.9
run3,0.4991720205266322,0.4992504337145453,0.49744463380781195,0.4994007511205466,0.48620400380974427,0.5003456915085214,0.5024449895435363,0.504165460985661,0.5071686558826505,0.5125280635608254,0.511148684372396,0.5105607472433428,0.5171884637145261,0.5238466700297582,0.5029320761469007,0.5090504011060983,0.9
run4,0.4976325789052528,0.49795165641894035,0.49681583988467237,0.4980521817212141,0.48223517205702937,0.4987111030973833,0.5010277168197202,0.5031440836850712,0.505246855572632,0.5069178941395703,0.5108252945941671,0.5170481819836256,0.5238692718998452,0.5209010190738392,0.5376064049008614,0.5062031247237114,0.9
run5,0.5041577937597943,0.5036611138593392,0.498927659200244,0.5028441298708706,0.39700560114069744,0.5043423392884961,0.5082116009173389,0.5097382213726266,0.5108744411428758,0.5152993990379199,0.5197446176848861,0.5259831858939049,0.5300279584170791,0.5335645742164479,0.48139942678938547,0.5145441088291014,0.9
run6,0.5104924022726718,0.5102194977886573,0.5082558794381414,0.5102873861504983,0.4941993864669201,0.5108616882494551,0.5152087690874819,0.5186135451872297,0.5204459023436644,0.5237256992825405,0.5297941039322536,0.5334298007099839,0.5393158687540027,0.5369127387660599,0.5095858231067437,0.5217904220445213,0.9
run7,0.5045904060513847,0.5032311484611909,0.5032265753128699,0.5054684123182632,0.39292700245505574,0.5046581227423429,0.507689857856481,0.5109828556190675,0.5124214319182351,0.5138422645384421,0.5183253058924526,0.5205486311959748,0.5192569745999318,0.5103778274070827,0.39672537807143826,0.5143309506393877,0.9
run8,0.5124605760184705,0.51212203960537,0.5120571291097176,0.5134891888254602,0.4762900225690045,0.5132889876925232,0.5168331658927607,0.5189185348382956,0.5225193100697708,0.525825770128353,0.5322394180453717,0.5390252249129771,0.5417351153455174,0.5439116751375452,0.548810917773127,0.5228518669387424,0.9
run9,0.5001823489019536,0.4995488220896764,0.4981320660590921,0.5006252796514145,0.49704713257097677,0.5004539103064853,0.5034417262963643,0.5066740501966146,0.5090783537848528,0.5117943564773481,0.5162884295462845,0.5236607279261963,0.5303726594587185,0.5438351765446631,0.5144644412570469,0.5096180374148191,0.9
