run,lda,qda,knn,svc,dnn,fcm_d_0,fcm_d_1,fcm_d_2,fcm_d_3,fcm_d_4,fcm_d_5,fcm_d_6,fcm_d_7,fcm_d_8,fcm_d_9,gmm_best_fid,gmm_best_threshold
run0,0.9773733539519632,0.9776191212308434,0.9759067955674954,0.9786003853228834,0.9775068060933032,0.9774962415048737,0.981201923466473,0.9826102699046542,0.9845113494855862,0.9865709203477869,0.9878664090232776,0.9896237711915808,0.9897092238991948,0.9903947820359693,0.9931230718009668,0.9842388510512698,0.9
run1,0.9781612041967591,0.9780372190013873,0.9767108447099558,0.9780447167442238,0.973978453481855,0.9779170055508075,0.9818787482471372,0.9844918575969129,0.9859075301941396,0.9875188851928552,0.9887674848920102,0.9889205658576639,0.9893794441788407,0.9898664848151199,0.9898987239584276,0.985572269370327,0.9
run2,0.9799101531510251,0.9801563638224859,0.9791755936511819,0.9805256208873651,0.9721128975550891,0.9802794573667686,0.9827063338371899,0.9851310533478421,0.986386310679027,0.9883135827122511,0.9894359065479622,0.9907189589338105,0.991218908591321,0.9914947881786853,0.9924308961790894,0.9861331461097664,0.9
run3,0.9801479711981271,0.9800248079064122,0.9783178507673829,0.9799101531510251,0.971190424285709,0.9799016367359151,0.9830711426663896,0.984400549291581,0.9860789656393298,0.98780750643929,0.988764705254238,0.9902924753893236,0.9912328915094359,0.9915586296069562,0.9931937010366653,0.9852618937323415,0.9
run4,0.9806801074491653,0.9803117365939271,0.9783662507283379,0.9814328592869263,0.9740395690455368,0.9808083328391979,0.9834157171259282,0.9849723534592845,0.986607331874627,0.9874242646126414,0.9885573680921236,0.9892176989174472,0.9893372958351325,0.989523625006192,0.9876200034917605,0.9859115981270385,0.9
run5,0.9790020645373317,0.9792458556303809,0.9788801576390802,0.9792465251783883,0.8899548390199713,0.9792454752049689,0.982035415934789,0.9850780375696208,0.9867711443665034,0.98728078367932,0.9888625164508409,0.990134224218508,0.9912874965148949,0.9907895543874377,0.9918701657417854,0.9852920915302976,0.9
run6,0.979436631778481,0.9791873009848078,0.978464706400052,0.9800647879797183,0.9721144756983088,0.9793119705177755,0.9818991703312508,0.9837513512596799,0.98535022394866,0.9874805047293856,0.988696902130219,0.9898578894267988,0.9902589243935853,0.9902584697239475,0.9914125742467104,0.9846371209845347,0.9
run7,0.9814708254127589,0.9811027060657592,0.9803950211910843,0.9814780538301777,0.9816261708981512,0.981346901568325,0.9836757240939581,0.9861136519220851,0.988140840515387,0.9886191017838225,0.9889311471020286,0.9896481436952768,0.9900235718349766,0.9903249895200341,0.9925945668845813,0.9865306568650988,0.9
run8,0.9795298242731971,0.9794066060558917,0.9786763889750504,0.9800226182248901,0.97953207592174,0.9794066060558917,0.9819748277011072,0.984847588675138,0.9867717959265248,0.9881237209538949,0.9896900291042782,0.9907097386480512,0.9912164036177072,0.9924772910825104,0.9946550347832778,0.9863738471079884,0.9
run9,0.9805473233311589,0.9804244306371981,0.9794494518981652,0.9806764079608551,0.9745973879882145,0.9806702082212289,0.9832076373827942,0.9859116820885928,0.987698833228168,0.9894876589548373,0.9901053305780567,0.9903829819306473,0.9901604187118567,0.9902413047338791,0.9926420532125839,0.9876077776233202,0.9
