run,lda,qda,knn,svc,dnn,fcm_d_0,fcm_d_1,fcm_d_2,fcm_d_3,fcm_d_4,fcm_d_5,fcm_d_6,fcm_d_7,fcm_d_8,fcm_d_9,gmm_best_fid,gmm_best_threshold
run0,0.9848284200755144,0.9849512171359835,0.9843531406937466,0.9848284200755144,0.9659045824221926,0.9848284200755144,0.9851815509141361,0.9855314928773832,0.9865869955996796,0.9870133050131504,0.9879112050821721,0.9895177320073085,0.9906152894256173,0.9914223982214073,0.9909756733255469,0.9852951263791809,0.9
run1,0.9823938289697471,0.9825152468038909,0.9818971564431073,0.9823938289697471,0.9688662220680108,0.9823951183031717,0.9829742615178448,0.9833160539885374,0.983519180720012,0.9839285789169236,0.9851535697832865,0.9863448980059993,0.9873838678923247,0.989519981512308,0.9907459664070289,0.9833214727250856,0.9
run2,0.9866657581521293,0.9869112043800717,0.9859428671288281,0.9866657581521293,0.9864216104538855,0.9865430234658797,0.987134732828801,0.98773020279982,0.9878190126731491,0.9889947252751021,0.9899110404259076,0.9919045950240127,0.9929213179256658,0.9939758753957328,0.9939552795593871,0.9873693925976232,0.9
run3,0.9853421107312745,0.9853413394589444,0.9858213272886928,0.9853421107312745,0.9848514190440367,0.9853421107312745,0.9860538140550499,0.9865167284358127,0.9869650268460055,0.987760961277782,0.9887560320331638,0.9900961940032097,0.9904596453810379,0.9913363054453288,0.9923819894421434,0.9860383420601349,0.9
run4,0.9846479545811143,0.9847712206141837,0.9844175062779053,0.9847712206141837,0.9847615353914683,0.9845222739169862,0.9853594670731994,0.9854691978714636,0.9857976229639096,0.9863476875857874,0.9872374982687144,0.9882107241412877,0.9895058091987944,0.9912573793658641,0.9931099356153172,0.9853594670731994,0.8
run5,0.9876539665679223,0.9875323958898575,0.9880252852743925,0.9875323958898575,0.9790524602426098,0.9876539665679223,0.987879304080187,0.9882245247491559,0.9885587482943073,0.9891290960532364,0.9899162956603758,0.9904178144972103,0.991660000931446,0.9917555030800256,0.9933106013809557,0.9879979379648434,0.8
run6,0.9864189214507656,0.9865403045820099,0.986655820291463,0.9864189214507656,0.962616801979442,0.9864189214507656,0.9865354484993416,0.9872468615427894,0.9881849576306176,0.9888687019359849,0.9895084387099575,0.9904876141222775,0.9913417623600667,0.9919763929735542,0.992340758558342,0.987010974798076,0.9
run7,0.987311204565598,0.987311204565598,0.9864731585000361,0.987311204565598,0.9869436257163052,0.9871877952604087,0.9875371556592293,0.987638965084959,0.9876054690729462,0.9882980688215147,0.9895701905569033,0.9906743318860918,0.9912970370570733,0.9917213825280612,0.9909949329592382,0.9875184629813407,0.9
run8,0.9863345276437802,0.9863371566698931,0.9869663206131019,0.9863371566698931,0.9858539893420398,0.9863345276437802,0.9870467411387257,0.9875165142574952,0.9883349542637653,0.9887854398268358,0.9892091103587742,0.9905539875162809,0.9920547726608283,0.9931069773531642,0.993778723089377,0.9873877538250906,0.9
run9,0.9861543432092241,0.9861543432092241,0.986655820291463,0.9861543432092241,0.9857872249486979,0.9859084062157428,0.9866270120973603,0.9872113884591812,0.9873059750037285,0.9881126448006418,0.9886419055242905,0.9900101640303133,0.9911266309566754,0.9920569634271947,0.9925367402378359,0.9870893753789245,0.9
