run,lda,qda,knn,svc,dnn,fcm_d_0,fcm_d_1,fcm_d_2,fcm_d_3,fcm_d_4,fcm_d_5,fcm_d_6,fcm_d_7,fcm_d_8,fcm_d_9,gmm_best_fid,gmm_best_threshold
run0,0.39487749510157627,0.3937779568118142,0.39381313334098256,0.3928986769789918,0.3245461610918022,0.39274544201589684,0.3999827650800953,0.40825283453439093,0.4116314507715271,0.4154461760829381,0.42519613060678313,0.4240211806060168,0.4359849076123218,0.4174032113393475,0.249789733917694,0.4316348085065674,0.9
run1,0.4038600181895899,0.40348390915991117,0.4018112028889727,0.40329545405109324,0.2669177285477249,0.40293388118444295,0.41240897838744434,0.4195718535114409,0.42284217208613856,0.427927486403802,0.43083340409442183,0.4350350830723717,0.44979741977683285,0.4440648939973569,0.2250000000000001,0.45106077058317534,0.9
run2,0.42006582323873,0.41886616786120767,0.4193601660464171,0.41889671139691226,0.39112337507426415,0.4184655800475647,0.42680212225317926,0.43362629984118145,0.43651703593070923,0.43851415021362516,0.438766892541296,0.44564400042320473,0.4613071418697508,0.4319721779434482,0.4245715952849646,0.4649613316591654,0.9
run3,0.4104572360393918,0.4110631391558398,0.40776999213634924,0.4094571202492118,0.4129559882160144,0.40949070624371475,0.4199323167436484,0.4261931722129043,0.43221718481747434,0.4373408500003795,0.4395419066260083,0.4445861814039856,0.44722135357788434,0.4326221948302107,0.2272727272727274,0.45641513960780733,0.9
run4,0.4198187524558727,0.4202589333469907,0.4180385649003238,0.4191552443960074,0.3954596749922666,0.41886768129359203,0.42827110755005154,0.4371045924591594,0.4422613619725824,0.4475885439590317,0.4531690242423023,0.45809548926535726,0.46276725730828405,0.44883111845016105,0.17142556509887918,0.46389407344425276,0.9
run5,0.41930794580499425,0.4186612338315238,0.4174886730309274,0.4184958392304388,0.41852611194725897,0.41785754747647785,0.426921232980673,0.435845077688917,0.4395217543539053,0.44377400079047585,0.4486564582734757,0.45435475458246516,0.4463382359939554,0.4392339986867486,0.3652970615908175,0.46352717038713065,0.9
run6,0.43117122247346296,0.43069347614988956,0.42560300277369567,0.4306876029577828,0.2885802765670419,0.43036594435049574,0.43976399436077107,0.4456458445098701,0.4490388891576133,0.4509632750811953,0.45315724367445215,0.4566180645173105,0.4670835845439757,0.46603917389662336,0.38830184941451307,0.4739409637480414,0.9
run7,0.4071205858111253,0.40675295401953065,0.4053487677153271,0.40669101387224593,0.4051599954000761,0.40603727067060463,0.4147446702466805,0.4206793715473412,0.4283941588798243,0.4308406830407935,0.4394670762922453,0.4404824592999322,0.45301325710600204,0.4210511227254714,0.26115381056766596,0.44972026341976434,0.9
run8,0.41867351184301366,0.41880090647575086,0.416532688253547,0.4186413920448807,0.31700020171153814,0.418049624396534,0.42709374288338514,0.43235343202246923,0.4391746101788931,0.4450329300276272,0.44922395671559057,0.44705452154650677,0.46801523492567887,0.47077223672282903,0.4568260511048483,0.46483618636304563,0.9
run9,0.41316204133553697,0.41283766606178085,0.4116212179927688,0.41236657301308044,0.22728361851926326,0.4129063680748447,0.4232902757769872,0.43043366937166727,0.4366464241505815,0.4434224983231025,0.4503558857635734,0.45516055865420163,0.4576541003262448,0.46565868659471826,0.41456029339251826,0.4642921777313073,0.9
