run,lda,qda,knn,svc,dnn,fcm_d_0,fcm_d_1,fcm_d_2,fcm_d_3,fcm_d_4,fcm_d_5,fcm_d_6,fcm_d_7,fcm_d_8,fcm_d_9,gmm_best_fid,gmm_best_threshold
run0,0.23996902036401077,0.24032582678970893,0.24026840200603275,0.23996902036401077,0.22936670734902315,0.24032340809179117,0.2409914039866879,0.24025225826542967,0.24057690259104658,0.24226827038200935,0.24090560405012582,0.24264686385753673,0.24310934790218516,0.2516833656392638,0.23653843146563291,0.2396766263499778,0.8
run1,0.24035655876068995,0.24055211043648125,0.2398515405179278,0.2405640108127247,0.23358517202783016,0.24036188780910117,0.2415705156913167,0.242373892471078,0.24297227658515183,0.24474470663568051,0.2459056659859784,0.24878977020672807,0.25172089858738006,0.25346441818077575,0.2659321986289498,0.24373739855142937,0.9
run2,0.2427515244754178,0.24265776922519156,0.24336090007433792,0.24290743384848698,0.2432484826331237,0.24269769129561444,0.24399524338338216,0.2459759106248638,0.24704914566951452,0.24730200592682655,0.24976458378620794,0.24951142091258208,0.25085782552694713,0.25179733324406534,0.26288737161694686,0.24531692370130345,0.8
run3,0.24477397397910644,0.24516975762049634,0.24389929937963042,0.2441686492853106,0.2401885894982437,0.24447137279709882,0.2459597570433631,0.24759402821688384,0.24872330810404608,0.24877118943765084,0.24858693562323467,0.2474748010809278,0.24722901604169206,0.24902457790764418,0.21992086820678744,0.24807052917231698,0.9
run4,0.24520699737611476,0.24500513083648098,0.24464854683140946,0.24429254221631527,0.24734502907644318,0.24500307458671103,0.2458023678800408,0.2470675813308022,0.2478113438024317,0.24999958932817778,0.25262679035623953,0.25092328703155203,0.24686169527249208,0.24182483314342365,0.2150636165779656,0.24692459323257024,0.8
run5,0.2431231949885474,0.2432752149255094,0.24251272022848602,0.2430725057743122,0.23426673519802327,0.2426147460937499,0.2446659440153462,0.24749127690333073,0.24747351239351856,0.24633066603180837,0.2478834458244478,0.24965730766122288,0.25453166477402966,0.24785447654558515,0.24971417171802715,0.2453941713096697,0.9
run6,0.2399186486499135,0.23986583148509988,0.2399154622484123,0.24047849948667102,0.2071814260647155,0.23981702038567598,0.2406879654972714,0.24138883332656916,0.24276414506810548,0.24288106991723293,0.24295483486009847,0.2460944038163744,0.2482259218411254,0.24622452290618194,0.23606027628927384,0.24142601858084264,0.9
run7,0.2472262671206737,0.24721431873462268,0.24870848505583606,0.24773130612034117,0.23975049508314458,0.24733218944966762,0.24890197989271862,0.2507079610799044,0.25256938666406537,0.2547742441983713,0.2565175291402988,0.25906198454998425,0.259017984562627,0.2598920122501697,0.2579313069699657,0.2508953656841366,0.9
run8,0.23858074643289692,0.238669742473638,0.23846806590123665,0.23827752509556974,0.22642530792749865,0.23863807052758085,0.23933492299653114,0.23974881779043244,0.24062843689762098,0.2421749852522282,0.24019507675886773,0.2415508458466638,0.23909865643259953,0.25422273214812197,0.23405373694163856,0.2391090033357154,0.7
run9,0.24534749854954774,0.24596578303065753,0.24577743784260314,0.24589921752347593,0.2435542502191331,0.24529080102474277,0.2467143511343943,0.249218026768082,0.25028123262142776,0.25112432084022096,0.25256178063942175,0.2495736778956965,0.2500868872670124,0.25198857858049784,0.2595321906433602,0.24898137282357946,0.9
