run,lda,qda,knn,svc,dnn,fcm_d_0,fcm_d_1,fcm_d_2,fcm_d_3,fcm_d_4,fcm_d_5,fcm_d_6,fcm_d_7,fcm_d_8,fcm_d_9,gmm_best_fid,gmm_best_threshold
run0,0.11413556107387798,0.11391397504469294,0.10872363410810908,0.11463374470992653,0.08134965868544139,0.11313772924323828,0.11482696458503491,0.11767074704639043,0.12010142056104293,0.12203593277936636,0.12170986881119038,0.12406723612817581,0.12490169330970999,0.12012249053528368,0.11111111111111113,0.11880546015448301,0.9
run1,0.07073990421556275,0.07097690007887435,0.06968669916369061,0.0701517173547163,0.05024333556738942,0.07127710514761083,0.07278332610915819,0.0743492760020119,0.07627469470736055,0.0778114043380169,0.07872482997230194,0.07999808874486658,0.0854656812895412,0.07450110832880316,0.0952380952380952,0.0815480830254387,0.9
run2,0.07447458980958645,0.07482669989656035,0.07946693156326538,0.07718394615624369,0.00960400573501836,0.0759290611989607,0.07693291312798936,0.07860615897565715,0.07866144093567436,0.07997065344491222,0.07976582906206346,0.0810656429791592,0.08749029970044347,0.08659777324447468,0.04999999999999998,0.08103286910967088,0.9
run3,0.0971350923100161,0.0973477066016738,0.09529412184585521,0.09747399223153348,0.08631152381169324,0.0976026995002773,0.09796917839553987,0.0994200319297661,0.10204108937009558,0.10277291165495277,0.10298102194402053,0.10386632492046546,0.10414369914319184,0.10394412145082764,0.11764705882352947,0.10618697320419015,0.9
run4,0.11465730284394667,0.114873131763778,0.10963466116568243,0.11550944276267432,0.10414521451089179,0.11406142190655195,0.11644029760992669,0.11823475373860186,0.1191012356421523,0.12231490543438306,0.1250168274084208,0.12265464101840816,0.11892531568117548,0.106505089685745,0.03333333333333321,0.11673915879540507,0.9
run5,0.10432325689669009,0.10448527724460474,0.10088661518217938,0.10391350123009774,0.04206018506633058,0.10424686032603166,0.10656252534699717,0.10664919049502099,0.10754605827231797,0.11027159851973942,0.11244387468646222,0.11360913074906867,0.11824633008722721,0.12291447362345882,0.03999999999999994,0.1126124298307934,0.8
run6,0.12494509864310713,0.1246309796704951,0.12340133546634151,0.12548889007570263,0.10514309169970633,0.12488612036130656,0.12861201226713578,0.13132842255034702,0.13289358396976553,0.13764442661043852,0.1413070101437521,0.14523907497277122,0.15325860545064954,0.1341196364975792,0.2500000000000001,0.13220432592778303,0.9
run7,0.11331570840264003,0.11257996781361979,0.11046493117634568,0.11248670304076389,0.031117154781440212,0.11317486000336521,0.1145290771425795,0.11561444980318712,0.11686673815054803,0.11987991555708362,0.12069389704215515,0.1224318373824983,0.12902408668439672,0.1253688962772674,0.07142857142857131,0.11527603926256502,0.9
run8,0.1003305201971654,0.10115031151398562,0.09716356644332803,0.10138807739069755,0.09805358066268262,0.09966980182739779,0.10010075301444132,0.10064995556039691,0.10247007694801784,0.10118102384245758,0.10653623593256202,0.10444790112300971,0.11277903045559404,0.10183294937488549,0.05999999999999997,0.10083777387191876,0.7
run9,0.045619218365052526,0.04617287667619112,0.04454378694814466,0.0457054850889034,0.05175569480381107,0.04574073000047421,0.04581957877684904,0.046013239163155126,0.04491585855982626,0.045637849646068145,0.04502663772335109,0.04726203190733433,0.04371840246173146,0.03709499261520419,4.930380657631324e-32,0.047407811090060925,0.9
